screen_name,entities-hashtags,entities-url,source_url,geo,coordinates
__keating,[],"[{'url': 'https://t.co/VfXX2FflX5', 'expanded_url': 'https://twitter.com/i/web/status/858085365982388224', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]",https://about.twitter.com/products/tweetdeck,None,None
_callme_Dani,[],[],https://about.twitter.com/products/tweetdeck,None,None
_little_britt_,[],"[{'url': 'https://t.co/GHPAdHEPVP', 'expanded_url': 'https://youtu.be/ZCOgHA0jU80', 'display_url': 'youtu.be/ZCOgHA0jU80', 'indices': [101, 124]}]",http://twitter.com/download/iphone,None,None
134k5,[],"[{'url': 'https://t.co/ihcFHtAHqL', 'expanded_url': 'https://www.buzzfeed.com/keigoisashi/tom-0816', 'display_url': 'buzzfeed.com/keigoisashi/to…', 'indices': [57, 80]}]",http://twitter.com,None,None
2181chrom_bot,[],[],http://twpf.jp/2181chrom_bot,None,None
2LA1R_bot,[],[],http://twittbot.net/,None,None
3pei_bot,[],[],http://twpf.jp/3pei_bot,None,None
94kichi_bot,[],[],http://twittbot.net/,None,None
A3_Dekasegi_bot,[],[],http://twittbot.net/,None,None
aamir_khan,[],[],http://twitter.com,None,None
AceWallpaperBot,[],"[{'url': 'https://t.co/cVelEgLY4W', 'expanded_url': 'http://www.pixiv.net/member_illust.php?mode=medium&illust_id=50368998', 'display_url': 'pixiv.net/member_illust.…', 'indices': [28, 51]}]",https://github.com/ace3df/AcePictureBot,None,None
acormier_bzfd,"[{'text': 'NetNeutrality', 'indices': [42, 56]}]","[{'url': 'https://t.co/IGXL9P6RO2', 'expanded_url': 'https://twitter.com/stevenrenderos/status/857305260867571712', 'display_url': 'twitter.com/stevenrenderos…', 'indices': [57, 80]}]",http://twitter.com/download/iphone,None,None
ActuallyNPH,[],"[{'url': 'https://t.co/Hl1NNqEw1X', 'expanded_url': 'https://twitter.com/i/web/status/858743549281452032', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]",http://twitter.com/download/iphone,None,None
Adele,"[{'text': 'W4Water', 'indices': [0, 8]}]","[{'url': 'https://t.co/W5570kii0M', 'expanded_url': 'https://twitter.com/i/web/status/844477332693897216', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]",http://twitter.com/download/iphone,None,None
aflores,[],[],http://twitter.com/download/iphone,None,None
agnezmo,"[{'text': 'AGNEZMO', 'indices': [21, 29]}, {'text': 'Bakerlund', 'indices': [32, 42]}]","[{'url': 'https://t.co/xQQ4c8lZuz', 'expanded_url': 'https://twitter.com/BAkerlund/status/857019814971293696', 'display_url': 'twitter.com/BAkerlund/stat…', 'indices': [43, 66]}]",http://twitter.com/download/android,None,None
Agostinozoida,[],[],http://twitter.com/download/iphone,None,None
AhmedBharoocha,[],[],http://twitter.com/download/iphone,None,None
aho_levi_bot,[],[],https://twitter.com/aho_levi_bot,None,None
aiomacbot,[],[],http://twitter.com/download/iphone,None,None
akshaykumar,[],"[{'url': 'https://t.co/zUu1fAcO1r', 'expanded_url': 'https://twitter.com/i/web/status/858590296195477505', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]",http://twitter.com/download/iphone,None,None
AlannaBennett,[],[],http://twitter.com,None,None
AlArabiya_Brk,"[{'text': 'السعودية', 'indices': [0, 9]}, {'text': 'رؤية_2030', 'indices': [38, 48]}, {'text': 'العربية_عاجل', 'indices': [63, 76]}]",[],https://www.alarabiya.net,None,None
AlejandroSanz,[],"[{'url': 'https://t.co/3K5HjER7EZ', 'expanded_url': 'https://twitter.com/antoniorozco/status/858805597969551360', 'display_url': 'twitter.com/antoniorozco/s…', 'indices': [27, 50]}]",http://twitter.com/download/iphone,None,None
alexis_levinson,[],"[{'url': 'https://t.co/A9thmOSjKo', 'expanded_url': 'http://hrld.us/2pxI6Jh', 'display_url': 'hrld.us/2pxI6Jh', 'indices': [96, 119]}]",http://twitter.com/download/iphone,None,None
alexorrico,[],[],http://twitter.com,None,None
aliciakeys,"[{'text': 'RockHall2017', 'indices': [84, 97]}]","[{'url': 'https://t.co/Tj3A8VFBI8', 'expanded_url': 'https://twitter.com/i/web/status/858402597652267009', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [120, 143]}]",http://twitter.com,None,None
AliWatkins,[],[],http://twitter.com/download/iphone,None,None
alysonrmartin,"[{'text': 'SABEW17', 'indices': [44, 52]}]","[{'url': 'https://t.co/i9iDgPvD8q', 'expanded_url': 'https://twitter.com/NushinRashidian/status/858431363103342592', 'display_url': 'twitter.com/NushinRashidia…', 'indices': [53, 76]}]",http://twitter.com/download/android,None,None
amyschumer,"[{'text': 'StrengthofaWoman', 'indices': [56, 73]}]",[],http://twitter.com,None,None
AnkhBot,"[{'text': 'AnkhBot', 'indices': [1, 9]}]","[{'url': 'https://t.co/WqtN1Tc6oU', 'expanded_url': 'http://www.ankhbot.com/changelog/', 'display_url': 'ankhbot.com/changelog/', 'indices': [70, 93]}]",http://twitter.com,None,None
annabroges,[],[],http://twitter.com/download/iphone,None,None
anonymoussepia,[],[],http://twitter.com/download/iphone,None,None
AnthoRivas,[],"[{'url': 'https://t.co/oIa3bsaHHS', 'expanded_url': 'https://www.buzzfeed.com/anthonyrivas/skincare-for-men?s=webapp&bftwcommunity&utm_term=4ldqpfz#4ldqpfz', 'display_url': 'buzzfeed.com/anthonyrivas/s…', 'indices': [59, 82]}]",http://twitter.com,None,None
aokimura_bot,[],[],https://twitter.com/#!/aokimura_bot,None,None
APERUSEUSU,[],[],http://twittbot.net/,None,None
aplusk,[],[],http://twitter.com/download/iphone,None,None
apokyokai_bot,[],[],http://twittbot.net/,None,None
applefinally,[],"[{'url': 'https://t.co/pBTubVmkgW', 'expanded_url': 'http://Express.co.uk', 'display_url': 'Express.co.uk', 'indices': [52, 75]}, {'url': 'https://t.co/MHbpejqhrF', 'expanded_url': 'http://ift.tt/2oYspHW', 'display_url': 'ift.tt/2oYspHW', 'indices': [77, 100]}]",https://ifttt.com,None,None
AramRoston,[],"[{'url': 'https://t.co/yo0SOCL1Ni', 'expanded_url': 'https://www.buzzfeed.com/salvadorhernandez/trump-read-the-snake-on-his-100th-day-as-president-as-a?utm_term=.pb9m10AdL', 'display_url': 'buzzfeed.com/salvadorhernan…', 'indices': [96, 119]}]",http://twitter.com,None,None
ArchdiggleITBot,[],[],https://www.twitter.com/ITBot_Central,None,None
ArianaGrande,[],[],http://twitter.com/download/iphone,None,None
arianelange,[],"[{'url': 'https://t.co/sOYmkhnt2t', 'expanded_url': 'https://www.buzzfeed.com/michaelblackmon/trumps-supporters-are-just-as-frustrated-as-he-is-about-not', 'display_url': 'buzzfeed.com/michaelblackmo…', 'indices': [4, 27]}]",https://mobile.twitter.com,None,None
asp_bot,[],[],http://twittbot.net/,None,None
Assma_MD,[],"[{'url': 'https://t.co/Lwv011nMBL', 'expanded_url': 'https://twitter.com/independent/status/858785786338185216', 'display_url': 'twitter.com/independent/st…', 'indices': [19, 42]}]",http://twitter.com/download/iphone,None,None
AveryFunny,"[{'text': 'Packchella', 'indices': [34, 45]}]","[{'url': 'https://t.co/bX4lmpCNDz', 'expanded_url': 'https://twitter.com/i/web/status/858803378213629953', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [107, 130]}]",http://twitter.com/download/iphone,None,None
AvrilLavigne,[],[],http://twitter.com/download/iphone,None,None
azeen,[],"[{'url': 'https://t.co/c2yl3kYbah', 'expanded_url': 'https://twitter.com/mckaycoppins/status/858682334006128640', 'display_url': 'twitter.com/mckaycoppins/s…', 'indices': [117, 140]}]",http://twitter.com/download/iphone,None,None
BarackObama,[],[],http://twitter.com/download/iphone,None,None
BBCBreaking,[],"[{'url': 'https://t.co/o831uIjyGG', 'expanded_url': 'http://bbc.in/2qi8JTp', 'display_url': 'bbc.in/2qi8JTp', 'indices': [116, 139]}]",http://www.socialflow.com,None,None
BBCWorld,[],"[{'url': 'https://t.co/SCkW8gS942', 'expanded_url': 'http://bbc.in/2oYP9HT', 'display_url': 'bbc.in/2oYP9HT', 'indices': [38, 61]}]",http://www.socialflow.com,None,None
BeeeestDJ_BotTh,[],"[{'url': 'https://t.co/5nBvd8KZPc', 'expanded_url': 'http://fllwrs.com', 'display_url': 'fllwrs.com', 'indices': [51, 74]}]",http://fllwrs.com,None,None
BeimengFu,[],"[{'url': 'https://t.co/xE5wNbNQeu', 'expanded_url': 'https://twitter.com/buzzfeed/status/858722616080609280', 'display_url': 'twitter.com/buzzfeed/statu…', 'indices': [35, 58]}]",http://twitter.com/download/iphone,None,None
BeingSalmanBot,"[{'text': 'BeingSalmanBot', 'indices': [104, 119]}]",[],http://www.twitter.com/SalmanKhanNews,None,None
BeingSalmanKhan,"[{'text': '4DaysForTubelightTeaser', 'indices': [36, 60]}]","[{'url': 'https://t.co/scea8qDPIX', 'expanded_url': 'https://twitter.com/i/web/status/858584272847990785', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [104, 127]}]",http://twitter.com/download/android,None,None
believekarolina,[],[],http://twitter.com,None,None
benkreimer,[],[],http://twitter.com/download/iphone,None,None
bglading,[],[],https://mobile.twitter.com,None,None
bhaviland,[],[],http://twitter.com/download/iphone,None,None
bigangcomic,[],"[{'url': 'https://t.co/uIhRinME9C', 'expanded_url': 'https://twitter.com/bigangcomic/status/857696070654074881', 'display_url': 'twitter.com/bigangcomic/st…', 'indices': [61, 84]}]",http://twitter.com/download/iphone,None,None
BillGates,[],"[{'url': 'https://t.co/aGodkwGTNw', 'expanded_url': 'https://twitter.com/i/web/status/858481853321412609', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [105, 128]}]",http://www.twitter.com,None,None
bird_facts_bot,[],[],https://github.com/mouse-reeve/birdbot,None,None
blackmon,[],[],http://twitter.com,None,None
blakersdozen,[],"[{'url': 'https://t.co/OElVOjmJLj', 'expanded_url': 'http://kron4.com/2017/04/28/video-vandals-smash-windows-of-berkeley-business-owners/', 'display_url': 'kron4.com/2017/04/28/vid…', 'indices': [73, 96]}]",http://twitter.com/download/iphone,None,None
blakeshelton,"[{'text': 'VodkaCountry', 'indices': [73, 86]}, {'text': 'MySmithworksFam', 'indices': [87, 103]}]",[],http://twitter.com/download/iphone,None,None
bnels13,[],[],http://twitter.com/download/iphone,None,None
bobzany,"[{'text': 'Topeka', 'indices': [46, 53]}]",[],http://twitter.com/download/android,None,None
BostonSnowbot,[],[],https://github.com/molly/boston-snowbot,None,None
BostWiki,[],[],http://www.facebook.com/twitter,None,None
bot_bot_bot114,[],[],http://twittbot.net/,None,None
bot_bukatu_,[],[],http://twittbot.net/,None,None
bot_buttyo,[],[],http://twittbot.net/,None,None
bot_m_hotaru,[],[],https://twitter.com/bot_m_hotaru,None,None
Bot_telephone,"[{'text': 'ガラケー', 'indices': [32, 37]}]",[],http://twirobo.com/,None,None
BOT20130429,[],[],http://twittbot.net/,None,None
BotAesthetic,[],[],http://www.botaesthetic.com,None,None
botstreetboy,[],[],http://www.twitter.come/sowphie,None,None
BotvidGreen,[],"[{'url': 'https://t.co/80xsCUOHa1', 'expanded_url': 'http://dlvr.it/P1xSxW', 'display_url': 'dlvr.it/P1xSxW', 'indices': [52, 75]}]",https://dlvrit.com/,None,None
boxfade,[],[],http://twitter.com/download/android,None,None
braddybb,[],"[{'url': 'https://t.co/ptPuQSNUaY', 'expanded_url': 'https://twitter.com/pmclellan/status/858782757991964672', 'display_url': 'twitter.com/pmclellan/stat…', 'indices': [48, 71]}]",https://about.twitter.com/products/tweetdeck,None,None
Bradymatthews13,[],"[{'url': 'https://t.co/U0PAhsQUv3', 'expanded_url': 'https://www.instagram.com/p/BThjmVwgIMX/', 'display_url': 'instagram.com/p/BThjmVwgIMX/', 'indices': [16, 39]}]",http://instagram.com,None,None
brandnewfrogs,[],[],http://cheapbotsdonequick.com,None,None
bri_sacks,[],[],https://about.twitter.com/products/tweetdeck,None,None
brianneobrien,[],"[{'url': 'https://t.co/p4DfUziu4A', 'expanded_url': 'https://www.buzzfeed.com/jonah/2017-update-on-diversity-at-buzzfeed?utm_term=.eaAqdw8zw#.elJ5zAmPA', 'display_url': 'buzzfeed.com/jonah/2017-upd…', 'indices': [50, 73]}]",https://about.twitter.com/products/tweetdeck,None,None
brianstatus,[],[],https://ifttt.com,None,None
brianwohl,"[{'text': 'ScrambleComedy', 'indices': [0, 15]}]","[{'url': 'https://t.co/m1ccIs4FUW', 'expanded_url': 'https://www.instagram.com/p/BThnr6yF9Cg/', 'display_url': 'instagram.com/p/BThnr6yF9Cg/', 'indices': [95, 118]}]",http://instagram.com,None,None
britneyspears,[],[],http://twitter.com/download/iphone,None,None
brittberkowitz,[],"[{'url': 'https://t.co/R3UXc5UCfU', 'expanded_url': 'https://twitter.com/buzzfeednews/status/858742781799542785', 'display_url': 'twitter.com/buzzfeednews/s…', 'indices': [19, 42]}]",http://twitter.com/download/iphone,None,None
BrittneRose,[],"[{'url': 'https://t.co/cduLJlkK3V', 'expanded_url': 'https://twitter.com/vicentefoxque/status/857965388864376836', 'display_url': 'twitter.com/vicentefoxque/…', 'indices': [19, 42]}]",http://twitter.com/download/iphone,None,None
brknyc,[],[],http://twitter.com,None,None
Brucehills,[],"[{'url': 'https://t.co/wKOYRJyVcR', 'expanded_url': 'https://www.instagram.com/p/BTfmpvPjzc1/', 'display_url': 'instagram.com/p/BTfmpvPjzc1/', 'indices': [77, 100]}]",http://instagram.com,"{'type': 'Point', 'coordinates': [45.52039, -73.59872]}","{'type': 'Point', 'coordinates': [-73.59872, 45.52039]}"
BrunoMars,"[{'text': '24kMagicWorldTour', 'indices': [15, 33]}]","[{'url': 'https://t.co/uPpLjsPBUg', 'expanded_url': 'https://www.instagram.com/p/BTgugwoBkkL/', 'display_url': 'instagram.com/p/BTgugwoBkkL/', 'indices': [34, 57]}]",http://instagram.com,None,None
bryandey,[],[],http://twitter.com/download/android,None,None
bubaczery,"[{'text': 'climatechange', 'indices': [60, 74]}]","[{'url': 'https://t.co/XAeN57N3yS', 'expanded_url': 'https://twitter.com/i/web/status/845363474922442756', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [99, 122]}]",http://twitter.com,None,None
BuzzFeedBooks,"[{'text': 'onebookNY', 'indices': [20, 30]}]","[{'url': 'https://t.co/ltq6tmMAYY', 'expanded_url': 'https://twitter.com/i/web/status/858788051396419584', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [115, 138]}]",https://about.twitter.com/products/tweetdeck,None,None
BuzzFeedCanada,[],"[{'url': 'https://t.co/VZ4dz6AXbC', 'expanded_url': 'https://www.buzzfeed.com/sarahaspler/can-you-get-through-this-post-without-spending-50?bftwcanada&utm_term=4ldqpfv#4ldqpfv', 'display_url': 'buzzfeed.com/sarahaspler/ca…', 'indices': [68, 91]}]",http://twitter.com,None,None
BuzzFeedPol,[],"[{'url': 'https://t.co/MIH0A6vU9i', 'expanded_url': 'http://bzfd.it/2pdEg7v', 'display_url': 'bzfd.it/2pdEg7v', 'indices': [55, 78]}]",https://dlvrit.com/,None,None
BuzzFeedUK,[],"[{'url': 'https://t.co/pXc57u6dCR', 'expanded_url': 'https://www.buzzfeed.com/natalyalobanova/tumblr-posts-that-are-strangely-relatable?bffbuk&utm_term=4ldqphz#4ldqphz', 'display_url': 'buzzfeed.com/natalyalobanov…', 'indices': [45, 68]}]",https://about.twitter.com/products/tweetdeck,None,None
CarolineDKee,[],[],http://twitter.com,None,None
CaseyGueren,[],"[{'url': 'https://t.co/RBo8IqeizQ', 'expanded_url': 'https://twitter.com/i/web/status/855258550842601472', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [117, 140]}]",http://twitter.com/download/iphone,None,None
ceodonovan,[],[],http://twitter.com/download/iphone,None,None
ces09,"[{'text': 'hptf', 'indices': [106, 111]}]",[],http://twitter.com,None,None
charliegorrilla,[],"[{'url': 'https://t.co/mSZolTV6os', 'expanded_url': 'https://www.instagram.com/p/BSlkrrujpB_DGO5Zd_L5m3vxWeYy8aMxBcK0E40/', 'display_url': 'instagram.com/p/BSlkrrujpB_D…', 'indices': [39, 62]}]",http://instagram.com,None,None
ChoppaFawkes,[],[],http://twitter.com/download/android,None,None
Chris_arnade,[],[],http://twitter.com/download/iphone,None,None
chrisbrown,"[{'text': 'PRIVACY', 'indices': [0, 8]}]",[],http://twitter.com/download/iphone,None,None
ChrisDHamby,"[{'text': 'ISDS', 'indices': [94, 99]}]","[{'url': 'https://t.co/0c0MDd9yT6', 'expanded_url': 'http://kluwerarbitrationblog.com/2017/04/26/200-billion-reasons-for-keeping-nafta/', 'display_url': 'kluwerarbitrationblog.com/2017/04/26/200…', 'indices': [112, 135]}]",https://about.twitter.com/products/tweetdeck,None,None
claire_bio_bot,[],[],http://twittbot.net/,None,None
ClemmenceITBot,[],[],https://www.twitter.com/ITBot_Central,None,None
CNN,[],"[{'url': 'https://t.co/58BIItVFE9', 'expanded_url': 'https://twitter.com/i/web/status/858837123671220226', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [112, 135]}]",https://www.sprinklr.com,None,None
cnnbrk,[],[],http://twitter.com,None,None
cocoachan_bot,[],[],http://twittbot.net/,None,None
coldplay,[],"[{'url': 'https://t.co/1aQoYGQADX', 'expanded_url': 'http://cldp.ly/SJLTremixes', 'display_url': 'cldp.ly/SJLTremixes', 'indices': [89, 112]}, {'url': 'https://t.co/JDqw6i1cvx', 'expanded_url': 'https://youtu.be/5MenFU9qCzs', 'display_url': 'youtu.be/5MenFU9qCzs', 'indices': [116, 139]}]",http://twitter.com,None,None
ComedianJerryG,[],[],http://www.cloudhopper.com/,None,None
ConanOBrien,[],[],http://www.hootsuite.com,None,None
cooperhewittbot,[],"[{'url': 'https://t.co/lN55hZvnT5', 'expanded_url': 'http://cprhw.tt/o/2DwLK', 'display_url': 'cprhw.tt/o/2DwLK', 'indices': [58, 81]}]",http://127.0.0.1/,None,None
cora,[],"[{'url': 'https://t.co/26v9LYfrHc', 'expanded_url': 'https://www.buzzfeed.com/coralewis/google-okays-staff-protesting-may-1-asks-vendors-to-do-the?utm_term=.gqdOGnQgjk#.jikaNk92Kg', 'display_url': 'buzzfeed.com/coralewis/goog…', 'indices': [110, 133]}]",http://twitter.com,None,None
coreykim_ITBot,[],[],https://www.twitter.com/ITBot_Central,None,None
courtgay_eBooks,[],[],https://www.twitter.com/eBooks_Central,None,None
CplJager_ITBot,[],[],https://www.twitter.com/ITBot_Central,None,None
Cristiano,[],[],http://twitter.com/download/iphone,None,None
CrystalMoselle,[],[],http://twitter.com/download/iphone,None,None
csmcdaniel,[],[],http://twitter.com/download/iphone,None,None
cyberprefixer,[],[],http://www.mollywhite.net,None,None
DalaiLamaBot,[],"[{'url': 'https://t.co/kiHWujlgIU', 'expanded_url': 'http://youtu.be/Gv6HRXncTao', 'display_url': 'youtu.be/Gv6HRXncTao', 'indices': [104, 127]}]",http://twtbot.net,None,None
DaneCook,[],[],http://twitter.com/download/iphone,None,None
danieltosh,[],"[{'url': 'https://t.co/QX9UkbjaLx', 'expanded_url': 'https://twitter.com/i/web/status/858735481193996289', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [109, 132]}]",http://twitter.com/download/iphone,None,None
Dantethecomic,[],"[{'url': 'https://t.co/5EmAiqVrvl', 'expanded_url': 'https://twitter.com/buttfreak1/status/858790914558504964', 'display_url': 'twitter.com/buttfreak1/sta…', 'indices': [28, 51]}]",http://twitter.com/download/iphone,None,None
DarrenAronofsky,[],[],http://twitter.com/download/iphone,None,None
davidguetta,"[{'text': 'AnotherLife', 'indices': [57, 69]}]",[],http://twitter.com/download/iphone,None,None
davidmackau,[],[],http://twitter.com/download/iphone,None,None
DavidMTodd,[],[],http://tapbots.com/software/tweetbot/mac,None,None
davidperrotin,[],[],http://twitter.com/download/iphone,None,None
dcbigjohn,[],[],http://twitter.com/download/iphone,None,None
ddlovato,[],[],http://twitter.com/download/iphone,None,None
DearAssistant,[],[],http://www.labnol.org/,None,None
DeepForger,[],"[{'url': 'https://t.co/NWABJvqx8k', 'expanded_url': 'http://arxiv.org/abs/1603.08155v1', 'display_url': 'arxiv.org/abs/1603.08155…', 'indices': [93, 116]}]",https://about.twitter.com/products/tweetdeck,None,None
deepikapadukone,"[{'text': 'DineshVijan', 'indices': [0, 12]}]",[],http://twitter.com/download/iphone,None,None
DeepTrutherbot,[],[],http://twitter.com/download/android,None,None
DelanieFischer,[],[],http://twitter.com/download/iphone,None,None
Dem_Bot,[],[],http://twitter.com/download/iphone,None,None
dino_grandoni,[],[],http://twitter.com/download/iphone,None,None
DinoArchie,[],[],http://www.facebook.com/twitter,None,None
DNealz,[],[],http://twitter.com/download/iphone,None,None
DonaldMcelfres1,[],[],http://twitter.com/download/android,None,None
doyounglove_bot,[],[],http://twittbot.net/,None,None
Drake,[],[],http://twitter.com,None,None
drcinta_gay,[],[],http://twitter.com/download/android,None,None
dwcomedy,"[{'text': 'theresnothingmoresexierthan', 'indices': [0, 28]}, {'text': 'theresnothingsexierthan', 'indices': [63, 87]}]",[],http://twitter.com/download/iphone,None,None
dyllyp,[],[],http://twitter.com/download/iphone,None,None
EarthRoverBot,[],[],http://muffinlabs.com,"{'type': 'Point', 'coordinates': [43.19358566, 131.93813804]}","{'type': 'Point', 'coordinates': [131.93813804, 43.19358566]}"
edsheeran,[],[],http://twitter.com/#!/download/ipad,None,None
eimiyamamitsu,[],"[{'url': 'https://t.co/JT8UW5c5fv', 'expanded_url': 'https://www.buzzfeed.com/tasneemnashrulla/100-lies-and-false-statements', 'display_url': 'buzzfeed.com/tasneemnashrul…', 'indices': [68, 91]}]",http://twitter.com,None,None
eleanorkagan,[],"[{'url': 'https://t.co/cJbek0N76D', 'expanded_url': 'https://www.buzzfeed.com/eleanorkagan/newsfeed-with-buzzfeedben-what-its-like-to-live-inside', 'display_url': 'buzzfeed.com/eleanorkagan/n…', 'indices': [112, 135]}]",https://about.twitter.com/products/tweetdeck,None,None
Elite_of_Shima,[],[],http://twittbot.net/,None,None
EmbeddedVideo,[],"[{'url': 'https://t.co/ZwLwPBNoWQ', 'expanded_url': 'https://youtube.com/watch?v=Uo8HibFHyzo', 'display_url': 'youtube.com/watch?v=Uo8Hib…', 'indices': [71, 94]}]",https://github.com,None,None
emilycampanelli,"[{'text': 'MarchForScience', 'indices': [41, 57]}]",[],http://twitter.com/download/iphone,None,None
Eminem,[],[],http://twitter.com,None,None
EmmaWatson,[],"[{'url': 'https://t.co/YQqrjeAfIr', 'expanded_url': 'https://www.theguardian.com/fashion/2017/apr/25/sustainable-clothing-fashion-revolution-week-rana-plaza-emma-watson', 'display_url': 'theguardian.com/fashion/2017/a…', 'indices': [3, 26]}]",http://twitter.com,None,None
EricBlackmon,[],[],http://twitter.com/download/iphone,None,None
EricIdle,[],[],http://twitter.com/#!/download/ipad,None,None
EricRevisBass,[],[],http://twitter.com/download/iphone,None,None
eridie_bot,[],[],http://twittbot.net/,None,None
EsauMcgraw,[],"[{'url': 'https://t.co/pzjEsZWyQa', 'expanded_url': 'https://twitter.com/i/web/status/855579367933493249', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [108, 131]}]",http://twitter.com/#!/download/ipad,None,None
espn,[],"[{'url': 'https://t.co/iNXvhxJvN2', 'expanded_url': 'http://es.pn/2qtAOnh', 'display_url': 'es.pn/2qtAOnh', 'indices': [85, 108]}]",http://www.spredfast.com,None,None
EveHewson,"[{'text': 'robinhoodmovie', 'indices': [0, 15]}]","[{'url': 'https://t.co/UdDmo9kR3P', 'expanded_url': 'https://www.instagram.com/p/BTeYmYDAqD0/', 'display_url': 'instagram.com/p/BTeYmYDAqD0/', 'indices': [47, 70]}]",http://instagram.com,None,None
f_francavilla,[],[],http://twitter.com/download/iphone,None,None
fbksru24_bot,[],[],http://twittbot.net/,None,None
FCBarcelona,"[{'text': 'EspanyolFCB', 'indices': [64, 76]}]","[{'url': 'https://t.co/Bk8zQFbYkL', 'expanded_url': 'http://ow.ly/Z56A30biUeO', 'display_url': 'ow.ly/Z56A30biUeO', 'indices': [84, 107]}, {'url': 'https://t.co/qUZJup2DCs', 'expanded_url': 'https://twitter.com/i/web/status/858837143631908864', 'display_url': 'twitter.com/i/web/status/8…', 'indices': [109, 132]}]",http://www.hootsuite.com,None,None
felixbot,[],"[{'url': 'https://t.co/vOWpcTlXhq', 'expanded_url': 'http://www.slate.com/articles/podcasts/slate_money/2017/04/yahoo_s_sale_sheryl_sandberg_on_grief_and_steve_ballmer_s_ineffective_data.html', 'display_url': 'slate.com/articles/podca…', 'indices': [29, 52]}]",http://www.felixsalmon.com/,None,None
ff_sayuki_bot,[],[],http://twittbot.net/,None,None
FinCrimeBot,[],"[{'url': 'https://t.co/j0kjUJyllg', 'expanded_url': 'http://twib.in/l/p5grBoprKej5', 'display_url': 'twib.in/l/p5grBoprKej5', 'indices': [33, 56]}]",http://twibble.io,None,None
flahertykeely,[],[],http://twitter.com/download/iphone,None,None
four_0_four,[],"[{'url': 'https://t.co/KYx2LfvUhJ', 'expanded_url': 'https://twitter.com/cigargoylemk/status/858792679722930177', 'display_url': 'twitter.com/cigargoylemk/s…', 'indices': [83, 106]}]",http://twitter.com/download/iphone,None,None
FRC__bot,"[{'text': 'omgrobots', 'indices': [23, 33]}]","[{'url': 'https://t.co/IkMWnvKGcf', 'expanded_url': 'https://twitter.com/FirstTeam3157/status/858836551652052994#labnol', 'display_url': 'twitter.com/FirstTeam3157/…', 'indices': [34, 57]}]",https://ifttt.com,None,None
FuckReverendHax,"[{'text': 'Anonymous', 'indices': [47, 57]}]",[],https://ifttt.com,None,None
ganototosu_bot,[],[],http://twittbot.net/,None,None
genderposibot,[],[],http://cheapbotsdonequick.com,None,None
gfaim_bot,[],[],http://195.154.58.109,None,None
GiantBombLive,[],"[{'url': 'https://t.co/Ch9MpignqQ', 'expanded_url': 'http://giantbomb.com/live', 'display_url': 'giantbomb.com/live', 'indices': [62, 85]}]",http://placeholder.com,None,None
GjallarhorITBot,[],[],https://www.twitter.com/ITBot_Central,None,None
